자아카, 71, 142
가바라, 67, 154
사마카, 87, 168
차가차, 74, 143
사바라, 69, 166
라바마, 58, 195
라사가, 72, 157
차가하, 88, 182
카하파, 45, 180
가차나, 86, 178
하라하, 78, 153
바바아, 85, 148
하사라, 73, 195
하나다, 44, 171
파가바, 99, 144
타차사, 59, 187
아하카, 42, 151
가자파, 83, 175
마가타, 95, 161
자마나, 94, 178
자카사, 85, 164
나아바, 78, 190
카타가, 69, 149
하가아, 62, 182
가카사, 48, 162
마가파, 63, 157
차카아, 80, 193
다라타, 85, 155
나자차, 70, 199
차가타, 52, 186
가다나, 53, 149
하파가, 49, 158
자아차, 87, 176
파아타, 87, 141
카하라, 92, 144
아바바, 88, 176
차마마, 75, 171
자아바, 83, 159
하나가, 71, 181
사바나, 68, 182
파하하, 49, 194
자바마, 45, 146
나자다, 50, 175
차라하, 52, 160
타바타, 83, 163
아바나, 55, 187
라카바, 77, 196
타자라, 63, 182
나바나, 81, 169
바아파, 81, 162
바하아, 55, 181
사다바, 56, 195
라나바, 69, 192
나차파, 44, 141
사타라, 82, 140
바카가, 82, 163
나나아, 80, 141
차사다, 42, 149
카바자, 52, 195
바카아, 94, 152
가바마, 61, 164
나파나, 50, 194
카타다, 57, 179
차하라, 75, 169
아바파, 93, 155
자타하, 90, 146
차파아, 78, 190
아카카, 87, 176
나타자, 78, 140
자하다, 81, 150
마타가, 51, 192
마자나, 48, 153
다다마, 70, 196
아파사, 63, 182
차사자, 93, 183
바하바, 60, 184
다파바, 63, 182
카가마, 94, 179
마타파, 83, 196
타마차, 44, 185
자라가, 62, 172
하아타, 84, 143
카타라, 59, 151
라타하, 76, 175
카하다, 96, 144
가다아, 66, 177
타나가, 77, 150
나하마, 71, 176
타가바, 97, 170
마자다, 84, 178
하타하, 97, 193
라사차, 74, 176
가차카, 68, 188
사사나, 62, 187
라나자, 77, 174
마하자, 95, 154
사마가, 94, 162
가나타, 83, 183
카타가, 96, 151
타사다, 70, 170
타나파, 46, 191
파가라, 96, 193
바라타, 76, 144
타라마, 53, 154
타카타, 52, 154
다파타, 82, 193
타나마, 53, 184
파라다, 74, 150
차라파, 66, 152
나하사, 66, 180
다마자, 75, 142
마파아, 84, 174
차아마, 72, 187
바차아, 58, 140
타나파, 77, 172
라나다, 97, 155
가아다, 52, 144
사라다, 46, 188
자라마, 61, 197
나자아, 40, 176
타파마, 93, 185
나가라, 63, 149
카라파, 64, 140
카파사, 73, 146
파다마, 47, 156
차가차, 42, 151
사라자, 48, 153
자카바, 80, 196
파아하, 90, 196
하차자, 68, 170
나다사, 95, 157
다아차, 46, 152
라나타, 98, 183
자가타, 56, 158
하파사, 45, 174
마타가, 47, 188
자나차, 55, 171
아카차, 45, 194
바나라, 79, 185
아나자, 75, 197
자자카, 75, 198
가파나, 87, 167
타차아, 91, 194
나자가, 78, 151
자차사, 84, 173
아파사, 82, 168
마마카, 44, 168
차다마, 60, 191
자가라, 91, 186
하카차, 64, 162
아타타, 57, 141
하마마, 80, 157
가다타, 87, 162
마타아, 60, 175
라다아, 76, 163
다파차, 70, 154
라가하, 56, 145
다나바, 40, 175
마라라, 55, 140
하사카, 70, 140
타차타, 56, 144
아타마, 93, 199
하다하, 74, 188
카파마, 95, 160
마가카, 44, 192
마사가, 43, 157
나카자, 58, 188
마타다, 80, 187
가나아, 76, 140
파마마, 96, 146
자나타, 84, 182
타바하, 74, 194
자라하, 50, 144
자나차, 82, 191
하나다, 67, 192
가바사, 61, 141
차마카, 55, 198
바자다, 86, 174
마라차, 96, 198
마타타, 55, 185
가차가, 75, 140
사차라, 58, 193
마자가, 81, 179
하타바, 84, 145
파라파, 93, 183
차카하, 93, 172
다차카, 64, 158
아카자, 51, 174
가다자, 75, 169
가마라, 56, 143
하자마, 53, 189
아바바, 51, 174
사타타, 43, 173
파가바, 88, 161
아나라, 54, 178
사카차, 53, 157
가다차, 60, 152
라다파, 75, 153
나자카, 81, 161
나타다, 63, 199
가차다, 80, 192
차바다, 96, 199
다차자, 97, 189
아아아, 74, 162
다카하, 76, 157
마다카, 60, 141
아사마, 78, 143
사자바, 51, 146
마아하, 68, 171
다자타, 86, 170
차라다, 91, 151
카나바, 44, 174
자마파, 77, 149
라가하, 43, 141
가마사, 67, 164
차사하, 44, 185
나마카, 87, 151
파라사, 60, 169
사아바, 43, 190
자파사, 63, 145
아마바, 94, 154
차라파, 50, 197
아가마, 97, 193
라아카, 91, 164
라파라, 88, 178
마사자, 50, 141
라파사, 87, 189
하자카, 42, 159
파타마, 68, 199
사아사, 48, 175
라나나, 65, 151
나카라, 83, 185
카차아, 65, 190
라가파, 77, 183
라파하, 67, 151
사카아, 52, 182
아마파, 51, 163
자파바, 97, 175
파나나, 62, 195
라자자, 53, 189
차파라, 74, 174
파파차, 86, 164
사아라, 91, 191
다나바, 92, 160
자차하, 78, 152
바다하, 80, 142
가나차, 92, 189
가바파, 46, 157
타타하, 93, 154
아사자, 46, 183
차파사, 74, 154
사라파, 61, 154
가타자, 51, 199
파타마, 43, 190
바하파, 63, 198
차아나, 76, 192
바사아, 61, 183
마자카, 88, 188
바가다, 62, 181
하자하, 94, 157
하하카, 62, 149
타나타, 87, 182
차가자, 84, 159
자파나, 70, 181
마바파, 83, 188
라나아, 88, 197
가다카, 79, 152
다차사, 44, 147
타차나, 85, 157
자사라, 78, 195
바가차, 82, 178
타자나, 90, 159
자가나, 74, 144
타마하, 59, 190
카라마, 74, 140
사가다, 90, 183
다라아, 48, 193
라나카, 62, 141
타가파, 65, 191
카마다, 81, 157
하하차, 42, 194
차자파, 55, 177
하파라, 62, 173
아파타, 66, 169
아아바, 44, 160
파차마, 69, 174
나마차, 43, 183
차차타, 87, 159
다타타, 94, 156
아가타, 52, 174
자자하, 55, 150
바파라, 69, 178
가자파, 82, 190
파파차, 83, 186
타마다, 97, 168
바아나, 65, 159
아나가, 61, 144
라사타, 74, 174
마아나, 79, 187
나마파, 47, 179
나파바, 67, 192
사자다, 43, 150
마바마, 75, 186
아하라, 69, 164
나타다, 96, 143
가라사, 50, 159
다바바, 67, 187
라자차, 69, 186
차파타, 81, 175
타다가, 58, 150
카라타, 72, 167
가가하, 76, 190
다사타, 84, 164
라하사, 48, 155
다다마, 57, 152
카하카, 86, 162
하아하, 54, 174
다다마, 81, 149
라사사, 42, 186
카다하, 64, 141
나다나, 68, 189
나나차, 67, 176
아다카, 95, 199
자아아, 67, 154
아타마, 69, 147
자다다, 74, 152
사다자, 81, 195
사가바, 56, 189
라다바, 83, 198
사사바, 45, 154
바바바, 41, 180
나차하, 50, 153
다아타, 86, 150
사파사, 61, 186
아다타, 48, 175
마타아, 68, 188
나타라, 80, 197
하나카, 43, 141
자라라, 63, 175
마타차, 91, 182
바아바, 53, 175
카타아, 57, 158
다하파, 94, 193
가차자, 79, 169
나파바, 72, 181
나하라, 46, 144
하가자, 67, 183
나가다, 93, 146
마바가, 52, 174
자자하, 53, 154
파파마, 65, 191
바카라, 76, 151
다가가, 60, 196
가라바, 83, 161
차아마, 71, 145
파다파, 98, 191
다바하, 76, 152
파타하, 85, 158
하아라, 40, 195
카다마, 40, 182
나차타, 71, 151
가하사, 81, 178
자나나, 87, 164
라나마, 45, 163
사마마, 55, 158
마라파, 48, 199
라파하, 45, 170
다라하, 65, 175
아하마, 42, 190
아라타, 58, 180
바가차, 82, 142
사마나, 89, 157
바파파, 66, 152
차사파, 80, 170
하차사, 80, 189
마카자, 77, 168
라카다, 85, 159
마아바, 99, 173
하마마, 76, 185
가타사, 70, 161
타자사, 55, 183
하사자, 60, 151
다타라, 87, 177
하카카, 44, 193
파차아, 57, 151
다파하, 47, 182
하바카, 43, 173
사카다, 78, 150
바마가, 99, 172
하나다, 98, 172
나바자, 45, 198
나타사, 45, 176
자카라, 77, 170
사마자, 58, 163
파바차, 72, 157
다타바, 75, 159
자파아, 49, 145
사타마, 46, 176
나타마, 75, 187
차아타, 74, 191
카타나, 42, 180
다바차, 51, 184
자아타, 53, 161
나파라, 94, 157
바아라, 94, 177
아차가, 58, 159
아자자, 95, 159
자바아, 97, 182
차가하, 85, 141
아다자, 59, 183
라가나, 44, 188
사가차, 80, 141
타카파, 80, 198
다사나, 95, 185
마자다, 69, 186
타하나, 71, 172
파바자, 99, 170
아다라, 66, 170
자파하, 95, 193
가타차, 92, 193
바카사, 60, 163
타카바, 51, 153
바파라, 66, 189
타자카, 42, 169
차카차, 55, 160
가마사, 61, 179
자카라, 61, 199
사다아, 64, 178
자하하, 94, 193
마사나, 42, 185
마사자, 52, 178
하가타, 55, 190
타마사, 67, 184
마마아, 73, 158
사나사, 93, 166
다나하, 51, 163
사카아, 82, 163
마아차, 83, 182
다아카, 55, 162
하하차, 51, 153
라라아, 54, 149
라바아, 62, 185
마마나, 80, 151
라나하, 40, 195
마바사, 97, 159
파차가, 83, 188
차마사, 86, 146
타파파, 68, 145
파카하, 55, 173
아파차, 95, 182
카자나, 43, 171
하타가, 90, 163
차아파, 90, 191
나파나, 96, 185
다하가, 41, 155
자카타, 56, 145
다가타, 90, 193
바카파, 46, 155
자차바, 46, 192
아하파, 43, 176
파파마, 42, 144
자하자, 59, 158
차타사, 75, 153
파카파, 79, 159
나타라, 76, 186
파라가, 92, 164
하하다, 83, 189
하자카, 43, 190
카아아, 50, 196
차파라, 68, 172
차차다, 79, 179
다나라, 95, 180
바바카, 82, 175
파라가, 59, 174
하차다, 67, 182
타바마, 64, 197
아나차, 70, 197
바나차, 73, 168
파나파, 46, 152
카하라, 52, 182
가타나, 82, 192
파사파, 54, 192
라사하, 67, 161
바카가, 88, 162
사아자, 86, 172
카다마, 78, 185
나차파, 81, 160
아다차, 82, 156
타파자, 82, 176
다다라, 46, 172
하타다, 42, 149
차나사, 98, 184
카가파, 44, 142
자자사, 49, 164
사하사, 79, 161
파나차, 96, 162
가아사, 59, 160
다차라, 95, 169
바라사, 40, 148
마나사, 65, 148
차바사, 67, 180
타나다, 51, 171
차가다, 92, 164
카카자, 55, 153
하가가, 85, 189
마카아, 99, 146
자타카, 80, 181
나자사, 63, 178
하다사, 75, 168
타파마, 93, 169
가하파, 86, 180
타타사, 56, 170
하라하, 50, 179
하자카, 91, 157
하나바, 66, 172
타라카, 98, 181
사바차, 45, 191
아가라, 67, 182
하타마, 46, 193
나라마, 56, 169
파아타, 81, 184
마가라, 96, 187
사나타, 69, 145
